Sale_ID,Date,Event_Type,Event_Name,Promotional_Type,Promotional_Budget,Sales_Revenue,ROI,City
SALE_01097,2/4/2022,National Event,Eid Ul Fitr,Special Packaging,697187,1350106.51,0.94,Sukkur
SALE_01098,2/11/2022,National Event,Eid Ul Fitr,Collaborations with NGOs,483198,1323180.93,1.74,Multan
SALE_01099,2/18/2022,International Event,Labour Day,Discount offers,562693,1654316.39,1.94,Hyderabad
SALE_01100,2/25/2022,International Event,Labour Day,Social Media Campaigns,335675,682456.58,1.03,Larkana
SALE_01101,3/4/2022,International Event,Labour Day,Sponsorship of Local Events,545955,2156283.23,2.95,Nawabshah
SALE_01102,3/11/2022,National Event,National Food Day,Recipe Contests,911065,3246762.53,2.56,Bahawalpur
SALE_01103,3/18/2022,National Event,National Food Day,Discount offers,837557,1800944.90,1.15,Rahim Yar Khan
SALE_01104,3/25/2022,National Event,National Food Day,Celebrity Endorsements,940645,1695789.13,0.80,Karachi
SALE_01105,4/1/2022,Cultural Event,Wedding Season,Wedding Packages,234137,612608.17,1.62,Lahore
SALE_01106,4/8/2022,Cultural Event,Wedding Season,In-Store Displays,936045,2938207.46,2.14,Islamabad
SALE_01107,4/15/2022,Cultural Event,Wedding Season,Celebrity Endorsements,885140,2444511.06,1.76,Faisalabad
SALE_01108,4/22/2022,Cultural Event,Wedding Season,Social Media Campaigns,103749,309637.24,1.98,Peshawar
SALE_01109,4/29/2022,International Event,National Health Day,Educational Campaigns,376651,1044462.18,1.77,Sukkur
SALE_01110,5/6/2022,International Event,National Health Day,Social Media Campaigns,684874,2084638.56,2.04,Multan
SALE_01111,5/13/2022,International Event,National Health Day,Discount offers,240052,398647.34,0.66,Hyderabad
SALE_01112,5/20/2022,International Event,National Health Day,Partnership with Nutritionists,967046,2485965.27,1.57,Larkana
SALE_01113,5/27/2022,Islamic Event,Independence Day,Discount offers,441320,970622.41,1.20,Nawabshah
SALE_01114,6/3/2022,Islamic Event,Independence Day,TV and Radio Campaigns,964646,2716669.14,1.82,Bahawalpur
SALE_01115,6/10/2022,Islamic Event,Independence Day,Retail Partnerships,504505,1299154.97,1.58,Rahim Yar Khan
SALE_01116,6/17/2022,Islamic Event,Eid Ul Adha,Discount offers,419631,1347018.01,2.21,Karachi
SALE_01117,6/24/2022,Islamic Event,Eid Ul Adha,Social Media Campaigns,814552,1514923.47,0.86,Lahore
SALE_01118,7/1/2022,Islamic Event,Eid Ul Adha,Charity Promotions,187401,441195.07,1.35,Islamabad
SALE_01119,7/8/2022,Islamic Event,Eid Ul Adha,Celebrity Endorsements,504635,926326.97,0.84,Faisalabad
SALE_01120,7/15/2022,Islamic Event,Kashmir Day,Discount offers,390491,1282656.14,2.28,Peshawar
SALE_01121,7/22/2022,Islamic Event,Kashmir Day,TV and Radio Campaigns,691311,2330711.83,2.37,Sukkur
SALE_01122,7/29/2022,Islamic Event,Kashmir Day,Retail Partnerships,432297,815703.65,0.89,Multan
SALE_01123,8/5/2022,National Event,Ramadan,Advertisements,288043,839661.67,1.92,Hyderabad
SALE_01124,8/12/2022,National Event,Ramadan,Discount offers,435407,1427188.95,2.28,Larkana
SALE_01125,8/19/2022,National Event,Ramadan,Charity Promotions,103542,176451.26,0.70,Nawabshah
SALE_01126,8/26/2022,National Event,Ramadan,Collaborations with National Events,148180,500454.86,2.38,Bahawalpur
SALE_01127,9/2/2022,National Event,Ramadan,Social Media Campaigns,269157,706124.57,1.62,Rahim Yar Khan
SALE_01128,9/9/2022,Islamic Event,Muharram,Charity Promotions,455673,1482362.24,2.25,Karachi
SALE_01129,9/16/2022,Islamic Event,Muharram,Social Media Campaigns,970449,3878143.74,3.00,Lahore
SALE_01130,9/23/2022,Islamic Event,Muharram,Branding with Religious themes,244658,416640.94,0.70,Islamabad
SALE_01131,9/30/2022,National Event,Eid Ul Fitr,Social Media Campaigns,148817,491952.51,2.31,Faisalabad
SALE_01132,10/7/2022,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,982383,2435654.46,1.48,Peshawar
SALE_01133,10/14/2022,National Event,Eid Ul Fitr,Special Packaging,772692,1924971.72,1.49,Sukkur
SALE_01134,10/21/2022,National Event,Eid Ul Fitr,Collaborations with NGOs,580008,1604359.46,1.77,Multan
SALE_01135,10/28/2022,International Event,Labour Day,Discount offers,376627,648338.62,0.72,Hyderabad
SALE_01136,11/4/2022,International Event,Labour Day,Social Media Campaigns,844152,1461324.74,0.73,Larkana
SALE_01137,11/11/2022,International Event,Labour Day,Sponsorship of Local Events,423977,1157046.82,1.73,Nawabshah
SALE_01138,11/18/2022,National Event,National Food Day,Recipe Contests,838298,2256926.33,1.69,Bahawalpur
SALE_01139,11/25/2022,National Event,National Food Day,Discount offers,372905,952679.26,1.55,Rahim Yar Khan
SALE_01140,12/2/2022,National Event,National Food Day,Celebrity Endorsements,377033,771984.26,1.05,Karachi
SALE_01141,12/9/2022,Cultural Event,Wedding Season,Wedding Packages,576839,2015688.41,2.49,Lahore
SALE_01142,12/16/2022,Cultural Event,Wedding Season,In-Store Displays,578544,1599969.66,1.77,Islamabad
SALE_01143,12/23/2022,Cultural Event,Wedding Season,Celebrity Endorsements,873387,2276440.33,1.61,Faisalabad
SALE_01144,12/30/2022,Cultural Event,Wedding Season,Social Media Campaigns,466042,1298650.20,1.79,Peshawar
SALE_01145,1/6/2023,International Event,National Health Day,Educational Campaigns,406548,1116025.38,1.75,Sukkur
SALE_01146,1/13/2023,International Event,National Health Day,Social Media Campaigns,703526,1592427.86,1.26,Multan
SALE_01147,1/20/2023,International Event,National Health Day,Discount offers,238220,468117.25,0.97,Hyderabad
SALE_01148,1/27/2023,International Event,National Health Day,Partnership with Nutritionists,401184,1018398.91,1.54,Larkana
SALE_01149,2/3/2023,Islamic Event,Independence Day,Discount offers,685742,1464194.32,1.14,Nawabshah
SALE_01150,2/10/2023,Islamic Event,Independence Day,TV and Radio Campaigns,725135,2324755.18,2.21,Bahawalpur
SALE_01151,2/17/2023,Islamic Event,Independence Day,Retail Partnerships,710898,2160422.55,2.04,Rahim Yar Khan
SALE_01152,2/24/2023,Islamic Event,Eid Ul Adha,Discount offers,702311,2574225.07,2.67,Karachi
SALE_01153,3/3/2023,Islamic Event,Eid Ul Adha,Social Media Campaigns,354229,974753.27,1.75,Lahore
SALE_01154,3/10/2023,Islamic Event,Eid Ul Adha,Charity Promotions,914942,2967262.26,2.24,Islamabad
SALE_01155,3/17/2023,Islamic Event,Eid Ul Adha,Celebrity Endorsements,157473,257636.78,0.64,Faisalabad
SALE_01156,3/24/2023,Islamic Event,Kashmir Day,Discount offers,603527,2291159.27,2.80,Peshawar
SALE_01157,3/31/2023,Islamic Event,Kashmir Day,TV and Radio Campaigns,149633,569783.09,2.81,Sukkur
SALE_01158,4/7/2023,Islamic Event,Kashmir Day,Retail Partnerships,612650,1154305.31,0.88,Multan
SALE_01159,4/14/2023,National Event,Ramadan,Advertisements,786172,2661997.35,2.39,Hyderabad
SALE_01160,4/21/2023,National Event,Ramadan,Discount offers,966770,3394428.39,2.51,Larkana
SALE_01161,4/28/2023,National Event,Ramadan,Charity Promotions,737963,2005668.86,1.72,Nawabshah
SALE_01162,5/5/2023,National Event,Ramadan,Collaborations with National Events,768695,2631218.05,2.42,Bahawalpur
SALE_01163,5/12/2023,National Event,Ramadan,Social Media Campaigns,702384,1191301.02,0.70,Rahim Yar Khan
SALE_01164,5/19/2023,Islamic Event,Muharram,Charity Promotions,599397,1521602.20,1.54,Karachi
SALE_01165,5/26/2023,Islamic Event,Muharram,Social Media Campaigns,489905,1239006.93,1.53,Lahore
SALE_01166,6/2/2023,Islamic Event,Muharram,Branding with Religious themes,219529,413612.74,0.88,Islamabad
SALE_01167,6/9/2023,National Event,Eid Ul Fitr,Social Media Campaigns,748329,1141143.04,0.52,Faisalabad
SALE_01168,6/16/2023,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,158965,565475.97,2.56,Peshawar
SALE_01169,6/23/2023,National Event,Eid Ul Fitr,Special Packaging,513173,1730774.32,2.37,Sukkur
SALE_01170,6/30/2023,National Event,Eid Ul Fitr,Collaborations with NGOs,567897,1957736.87,2.45,Multan
SALE_01171,7/7/2023,International Event,Labour Day,Discount offers,394838,1172994.64,1.97,Hyderabad
SALE_01172,7/14/2023,International Event,Labour Day,Social Media Campaigns,393974,928841.11,1.36,Larkana
SALE_01173,7/21/2023,International Event,Labour Day,Sponsorship of Local Events,509334,825629.85,0.62,Nawabshah
SALE_01174,7/28/2023,National Event,National Food Day,Recipe Contests,371932,932291.64,1.51,Bahawalpur
SALE_01175,8/4/2023,National Event,National Food Day,Discount offers,126012,355666.67,1.82,Rahim Yar Khan
SALE_01176,8/11/2023,National Event,National Food Day,Celebrity Endorsements,882891,2696965.36,2.05,Karachi
SALE_01177,8/18/2023,Cultural Event,Wedding Season,Wedding Packages,412525,1167776.37,1.83,Lahore
SALE_01178,8/25/2023,Cultural Event,Wedding Season,In-Store Displays,748932,2212453.16,1.95,Islamabad
SALE_01179,9/1/2023,Cultural Event,Wedding Season,Celebrity Endorsements,301338,816704.66,1.71,Faisalabad
SALE_01180,9/8/2023,Cultural Event,Wedding Season,Social Media Campaigns,641385,1903862.89,1.97,Peshawar
SALE_01181,9/15/2023,International Event,National Health Day,Educational Campaigns,268219,1022101.27,2.81,Sukkur
SALE_01182,9/22/2023,International Event,National Health Day,Social Media Campaigns,274982,624846.59,1.27,Multan
SALE_01183,9/29/2023,International Event,National Health Day,Discount offers,737248,2753691.93,2.74,Hyderabad
SALE_01184,10/6/2023,International Event,National Health Day,Partnership with Nutritionists,255361,599796.65,1.35,Larkana
SALE_01185,10/13/2023,Islamic Event,Independence Day,Discount offers,401507,1303158.52,2.25,Nawabshah
SALE_01186,10/20/2023,Islamic Event,Independence Day,TV and Radio Campaigns,158946,577531.81,2.63,Bahawalpur
SALE_01187,10/27/2023,Islamic Event,Independence Day,Retail Partnerships,219897,530785.23,1.41,Rahim Yar Khan
SALE_01188,11/3/2023,Islamic Event,Eid Ul Adha,Discount offers,309464,509635.91,0.65,Karachi
SALE_01189,11/10/2023,Islamic Event,Eid Ul Adha,Social Media Campaigns,866387,2333704.78,1.69,Lahore
SALE_01190,11/17/2023,Islamic Event,Eid Ul Adha,Charity Promotions,759123,1541043.88,1.03,Islamabad
SALE_01191,11/24/2023,Islamic Event,Eid Ul Adha,Celebrity Endorsements,492565,1312481.39,1.66,Faisalabad
SALE_01192,12/1/2023,Islamic Event,Kashmir Day,Discount offers,256558,788441.83,2.07,Peshawar
SALE_01193,12/8/2023,Islamic Event,Kashmir Day,TV and Radio Campaigns,291835,646783.87,1.22,Sukkur
SALE_01194,12/15/2023,Islamic Event,Kashmir Day,Retail Partnerships,629002,1807846.33,1.87,Multan
SALE_01195,12/22/2023,National Event,Ramadan,Advertisements,805212,1398055.92,0.74,Hyderabad
SALE_01196,12/29/2023,National Event,Ramadan,Discount offers,265722,809390.70,2.05,Larkana
SALE_01197,1/5/2024,National Event,Ramadan,Charity Promotions,115586,350911.75,2.04,Nawabshah
SALE_01198,1/12/2024,National Event,Ramadan,Collaborations with National Events,824997,2538312.73,2.08,Bahawalpur
SALE_01199,1/19/2024,National Event,Ramadan,Social Media Campaigns,318262,1144943.07,2.60,Rahim Yar Khan
SALE_01200,1/26/2024,Islamic Event,Muharram,Charity Promotions,298739,491877.42,0.65,Karachi
SALE_01201,2/2/2024,Islamic Event,Muharram,Social Media Campaigns,608572,1758351.23,1.89,Lahore
SALE_01202,2/9/2024,Islamic Event,Muharram,Branding with Religious themes,586672,2101248.21,2.58,Islamabad
SALE_01203,2/16/2024,National Event,Eid Ul Fitr,Social Media Campaigns,362520,593099.18,0.64,Faisalabad
SALE_01204,2/23/2024,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,934143,3147847.98,2.37,Peshawar
SALE_01205,3/1/2024,National Event,Eid Ul Fitr,Special Packaging,996778,2537936.84,1.55,Sukkur
SALE_01206,3/8/2024,National Event,Eid Ul Fitr,Collaborations with NGOs,129050,402853.97,2.12,Multan
SALE_01207,3/15/2024,International Event,Labour Day,Discount offers,663490,2159511.35,2.25,Hyderabad
SALE_01208,3/22/2024,International Event,Labour Day,Social Media Campaigns,816107,1803393.56,1.21,Larkana
SALE_01209,3/29/2024,International Event,Labour Day,Sponsorship of Local Events,913257,1815004.84,0.99,Nawabshah
SALE_01210,4/5/2024,National Event,National Food Day,Recipe Contests,191189,519918.59,1.72,Bahawalpur
SALE_01211,4/12/2024,National Event,National Food Day,Discount offers,561292,1099331.04,0.96,Rahim Yar Khan
SALE_01212,4/19/2024,National Event,National Food Day,Celebrity Endorsements,152213,245326.38,0.61,Karachi
SALE_01213,4/26/2024,Cultural Event,Wedding Season,Wedding Packages,162389,539616.47,2.32,Lahore
SALE_01214,5/3/2024,Cultural Event,Wedding Season,In-Store Displays,447145,686263.07,0.53,Islamabad
SALE_01215,5/10/2024,Cultural Event,Wedding Season,Celebrity Endorsements,680302,2402955.65,2.53,Faisalabad
SALE_01216,5/17/2024,Cultural Event,Wedding Season,Social Media Campaigns,492322,1072422.45,1.18,Peshawar
SALE_01217,5/24/2024,International Event,National Health Day,Educational Campaigns,244258,872276.67,2.57,Sukkur
SALE_01218,5/31/2024,International Event,National Health Day,Social Media Campaigns,232282,917157.52,2.95,Multan
SALE_01219,6/7/2024,International Event,National Health Day,Discount offers,414676,1438502.08,2.47,Hyderabad
SALE_01220,6/14/2024,International Event,National Health Day,Partnership with Nutritionists,544721,2114787.17,2.88,Larkana
SALE_01221,6/21/2024,Islamic Event,Independence Day,Discount offers,754071,2967853.34,2.94,Nawabshah
SALE_01222,6/28/2024,Islamic Event,Independence Day,TV and Radio Campaigns,369041,1195530.68,2.24,Bahawalpur
SALE_01223,7/5/2024,Islamic Event,Independence Day,Retail Partnerships,787304,2279928.97,1.90,Rahim Yar Khan
SALE_01224,7/12/2024,Islamic Event,Eid Ul Adha,Discount offers,177201,625279.21,2.53,Karachi
SALE_01225,7/19/2024,Islamic Event,Eid Ul Adha,Social Media Campaigns,350811,1238150.04,2.53,Lahore
SALE_01226,7/26/2024,Islamic Event,Eid Ul Adha,Charity Promotions,571392,2246587.60,2.93,Islamabad
SALE_01227,8/2/2024,Islamic Event,Eid Ul Adha,Celebrity Endorsements,545147,1195834.26,1.19,Faisalabad
SALE_01228,8/9/2024,Islamic Event,Kashmir Day,Discount offers,669856,2072484.66,2.09,Peshawar
SALE_01229,8/16/2024,Islamic Event,Kashmir Day,TV and Radio Campaigns,513861,1390682.81,1.71,Sukkur
SALE_01230,8/23/2024,Islamic Event,Kashmir Day,Retail Partnerships,325210,651283.95,1.00,Multan
SALE_01231,8/30/2024,National Event,Ramadan,Advertisements,737297,2169612.78,1.94,Hyderabad
SALE_01232,9/6/2024,National Event,Ramadan,Discount offers,764399,1461193.36,0.91,Larkana
SALE_01233,9/13/2024,National Event,Ramadan,Charity Promotions,938304,3556107.34,2.79,Nawabshah
SALE_01234,9/20/2024,National Event,Ramadan,Collaborations with National Events,370628,1115301.20,2.01,Bahawalpur
SALE_01235,9/27/2024,National Event,Ramadan,Social Media Campaigns,945949,2701380.96,1.86,Rahim Yar Khan
SALE_01236,10/4/2024,Islamic Event,Muharram,Charity Promotions,234542,692122.29,1.95,Karachi
SALE_01237,10/11/2024,Islamic Event,Muharram,Social Media Campaigns,270589,647948.08,1.39,Lahore
SALE_01238,10/18/2024,Islamic Event,Muharram,Branding with Religious themes,424929,654730.26,0.54,Islamabad
SALE_01239,10/25/2024,National Event,Eid Ul Fitr,Social Media Campaigns,682130,2281910.95,2.35,Faisalabad
SALE_01240,11/1/2024,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,958628,1640883.44,0.71,Peshawar
SALE_01241,11/8/2024,National Event,Eid Ul Fitr,Special Packaging,330677,967336.09,1.93,Sukkur
SALE_01242,11/15/2024,National Event,Eid Ul Fitr,Collaborations with NGOs,571667,1160675.18,1.03,Multan
SALE_01243,11/22/2024,International Event,Labour Day,Discount offers,380749,1120121.20,1.94,Hyderabad
SALE_01244,11/29/2024,International Event,Labour Day,Social Media Campaigns,231806,801262.08,2.46,Larkana
SALE_01245,12/6/2024,International Event,Labour Day,Sponsorship of Local Events,731408,2173768.64,1.97,Nawabshah
SALE_01246,12/13/2024,National Event,National Food Day,Recipe Contests,328997,1175417.77,2.57,Bahawalpur
SALE_01247,12/20/2024,National Event,National Food Day,Discount offers,253787,689083.71,1.72,Rahim Yar Khan
SALE_01248,1/1/2021,National Event,National Food Day,Celebrity Endorsements,440662,792446.68,0.80,Karachi
SALE_01249,1/8/2021,Cultural Event,Wedding Season,Wedding Packages,680000,1274848.68,0.87,Lahore
SALE_01250,1/15/2021,Cultural Event,Wedding Season,In-Store Displays,769214,1490261.51,0.94,Islamabad
SALE_01251,1/22/2021,Cultural Event,Wedding Season,Celebrity Endorsements,949648,3678531.52,2.87,Faisalabad
SALE_01252,1/29/2021,Cultural Event,Wedding Season,Social Media Campaigns,998512,2708154.63,1.71,Peshawar
SALE_01253,2/5/2021,International Event,National Health Day,Educational Campaigns,971785,2874725.95,1.96,Sukkur
SALE_01254,2/12/2021,International Event,National Health Day,Social Media Campaigns,762693,2987729.59,2.92,Multan
SALE_01255,2/19/2021,International Event,National Health Day,Discount offers,915587,3467851.52,2.79,Hyderabad
SALE_01256,2/26/2021,International Event,National Health Day,Partnership with Nutritionists,794817,2911614.27,2.66,Larkana
SALE_01257,3/5/2021,Islamic Event,Independence Day,Discount offers,932221,3555128.42,2.81,Nawabshah
SALE_01258,3/12/2021,Islamic Event,Independence Day,TV and Radio Campaigns,822663,1696632.06,1.06,Bahawalpur
SALE_01259,3/19/2021,Islamic Event,Independence Day,Retail Partnerships,870380,3419445.65,2.93,Rahim Yar Khan
SALE_01260,3/26/2021,Islamic Event,Eid Ul Adha,Discount offers,564615,2253953.76,2.99,Karachi
SALE_01261,4/2/2021,Islamic Event,Eid Ul Adha,Social Media Campaigns,839149,2978229.71,2.55,Lahore
SALE_01262,4/9/2021,Islamic Event,Eid Ul Adha,Charity Promotions,577866,1015553.19,0.76,Islamabad
SALE_01263,4/16/2021,Islamic Event,Eid Ul Adha,Celebrity Endorsements,824856,1631353.70,0.98,Faisalabad
SALE_01264,4/23/2021,Islamic Event,Kashmir Day,Discount offers,216100,389770.31,0.80,Peshawar
SALE_01265,4/30/2021,Islamic Event,Kashmir Day,TV and Radio Campaigns,546885,2036342.66,2.72,Sukkur
SALE_01266,5/7/2021,Islamic Event,Kashmir Day,Retail Partnerships,235861,443651.61,0.88,Multan
SALE_01267,5/14/2021,National Event,Ramadan,Advertisements,278477,473833.20,0.70,Hyderabad
SALE_01268,5/21/2021,National Event,Ramadan,Discount offers,720116,1091010.17,0.52,Larkana
SALE_01269,5/28/2021,National Event,Ramadan,Charity Promotions,174922,541253.67,2.09,Nawabshah
SALE_01270,6/4/2021,National Event,Ramadan,Collaborations with National Events,745629,1762273.92,1.36,Bahawalpur
SALE_01271,6/11/2021,National Event,Ramadan,Social Media Campaigns,887101,2332654.75,1.63,Rahim Yar Khan
SALE_01272,6/18/2021,Islamic Event,Muharram,Charity Promotions,522969,1532820.53,1.93,Karachi
SALE_01273,6/25/2021,Islamic Event,Muharram,Social Media Campaigns,471404,1387771.26,1.94,Lahore
SALE_01274,7/2/2021,Islamic Event,Muharram,Branding with Religious themes,771926,1207349.61,0.56,Islamabad
SALE_01275,7/9/2021,National Event,Eid Ul Fitr,Social Media Campaigns,531839,2028681.24,2.81,Faisalabad
SALE_01276,7/16/2021,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,781395,3101222.43,2.97,Peshawar
SALE_01277,7/23/2021,National Event,Eid Ul Fitr,Special Packaging,100654,207084.71,1.06,Sukkur
SALE_01278,7/30/2021,National Event,Eid Ul Fitr,Collaborations with NGOs,881248,3028086.74,2.44,Multan
SALE_01279,8/6/2021,International Event,Labour Day,Discount offers,661320,2168031.56,2.28,Hyderabad
SALE_01280,8/13/2021,International Event,Labour Day,Social Media Campaigns,727424,1230300.33,0.69,Larkana
SALE_01281,8/20/2021,International Event,Labour Day,Sponsorship of Local Events,605221,1202806.18,0.99,Nawabshah
SALE_01282,8/27/2021,National Event,National Food Day,Recipe Contests,545829,1749788.88,2.21,Bahawalpur
SALE_01283,9/3/2021,National Event,National Food Day,Discount offers,938393,3212507.46,2.42,Rahim Yar Khan
SALE_01284,9/10/2021,National Event,National Food Day,Celebrity Endorsements,375256,906686.71,1.42,Karachi
SALE_01285,9/17/2021,Cultural Event,Wedding Season,Wedding Packages,556241,1461423.98,1.63,Lahore
SALE_01286,9/24/2021,Cultural Event,Wedding Season,In-Store Displays,480912,1218114.61,1.53,Islamabad
SALE_01287,10/1/2021,Cultural Event,Wedding Season,Celebrity Endorsements,928792,2183078.19,1.35,Faisalabad
SALE_01288,10/8/2021,Cultural Event,Wedding Season,Social Media Campaigns,290101,491450.72,0.69,Peshawar
SALE_01289,10/15/2021,International Event,National Health Day,Educational Campaigns,548317,911928.57,0.66,Sukkur
SALE_01290,10/22/2021,International Event,National Health Day,Social Media Campaigns,943214,3539067.24,2.75,Multan
SALE_01291,10/29/2021,International Event,National Health Day,Discount offers,370777,646364.18,0.74,Hyderabad
SALE_01292,11/5/2021,International Event,National Health Day,Partnership with Nutritionists,395573,994754.52,1.51,Larkana
SALE_01293,11/12/2021,Islamic Event,Independence Day,Discount offers,392616,919454.69,1.34,Nawabshah
SALE_01294,11/19/2021,Islamic Event,Independence Day,TV and Radio Campaigns,114807,376328.27,2.28,Bahawalpur
SALE_01295,11/26/2021,Islamic Event,Independence Day,Retail Partnerships,897429,3059294.64,2.41,Rahim Yar Khan
SALE_01296,12/3/2021,Islamic Event,Eid Ul Adha,Discount offers,508421,1950912.50,2.84,Karachi
SALE_01297,12/10/2021,Islamic Event,Eid Ul Adha,Social Media Campaigns,756594,1354763.87,0.79,Lahore
SALE_01298,12/17/2021,Islamic Event,Eid Ul Adha,Charity Promotions,226308,592341.51,1.62,Islamabad
SALE_01299,12/24/2021,Islamic Event,Eid Ul Adha,Celebrity Endorsements,488922,1585034.28,2.24,Faisalabad
SALE_01300,12/31/2021,Islamic Event,Kashmir Day,Discount offers,853302,1647388.28,0.93,Peshawar
SALE_01301,1/7/2022,Islamic Event,Kashmir Day,TV and Radio Campaigns,588007,1877293.32,2.19,Sukkur
SALE_01302,1/14/2022,Islamic Event,Kashmir Day,Retail Partnerships,782525,2230303.94,1.85,Multan
SALE_01303,1/21/2022,National Event,Ramadan,Advertisements,661432,2140871.67,2.24,Hyderabad
SALE_01304,1/28/2022,National Event,Ramadan,Discount offers,182261,328195.75,0.80,Larkana
SALE_01305,2/4/2022,National Event,Ramadan,Charity Promotions,823164,2036450.65,1.47,Nawabshah
SALE_01306,2/11/2022,National Event,Ramadan,Collaborations with National Events,741182,2542308.33,2.43,Bahawalpur
SALE_01307,2/18/2022,National Event,Ramadan,Social Media Campaigns,290762,1059980.27,2.65,Rahim Yar Khan
SALE_01308,2/25/2022,Islamic Event,Muharram,Charity Promotions,783507,3115345.04,2.98,Karachi
SALE_01309,3/4/2022,Islamic Event,Muharram,Social Media Campaigns,300697,902539.34,2.00,Lahore
SALE_01310,3/11/2022,Islamic Event,Muharram,Branding with Religious themes,670360,1455870.19,1.17,Islamabad
SALE_01311,3/18/2022,National Event,Eid Ul Fitr,Social Media Campaigns,788081,2137100.45,1.71,Faisalabad
SALE_01312,3/25/2022,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,628491,1796345.89,1.86,Peshawar
SALE_01313,4/1/2022,National Event,Eid Ul Fitr,Special Packaging,442378,815426.99,0.84,Sukkur
SALE_01314,4/8/2022,National Event,Eid Ul Fitr,Collaborations with NGOs,622683,2308803.24,2.71,Multan
SALE_01315,4/15/2022,International Event,Labour Day,Discount offers,234536,656167.03,1.80,Hyderabad
SALE_01316,4/22/2022,International Event,Labour Day,Social Media Campaigns,932281,2361060.54,1.53,Larkana
SALE_01317,4/29/2022,International Event,Labour Day,Sponsorship of Local Events,108042,203448.79,0.88,Nawabshah
SALE_01318,5/6/2022,National Event,National Food Day,Recipe Contests,274492,577599.67,1.10,Bahawalpur
SALE_01319,5/13/2022,National Event,National Food Day,Discount offers,747798,2122180.47,1.84,Rahim Yar Khan
SALE_01320,5/20/2022,National Event,National Food Day,Celebrity Endorsements,325359,577520.66,0.78,Karachi
SALE_01321,5/27/2022,Cultural Event,Wedding Season,Wedding Packages,688216,1056352.20,0.53,Lahore
SALE_01322,6/3/2022,Cultural Event,Wedding Season,In-Store Displays,249163,411677.77,0.65,Islamabad
SALE_01323,6/10/2022,Cultural Event,Wedding Season,Celebrity Endorsements,362753,784021.52,1.16,Faisalabad
SALE_01324,6/17/2022,Cultural Event,Wedding Season,Social Media Campaigns,833220,1759442.61,1.11,Peshawar
SALE_01325,6/24/2022,International Event,National Health Day,Educational Campaigns,805338,1685222.08,1.09,Sukkur
SALE_01326,7/1/2022,International Event,National Health Day,Social Media Campaigns,862999,2589295.65,2.00,Multan
SALE_01327,7/8/2022,International Event,National Health Day,Discount offers,630523,1111696.44,0.76,Hyderabad
SALE_01328,7/15/2022,International Event,National Health Day,Partnership with Nutritionists,376832,711555.08,0.89,Larkana
SALE_01329,7/22/2022,Islamic Event,Independence Day,Discount offers,707352,1660470.19,1.35,Nawabshah
SALE_01330,7/29/2022,Islamic Event,Independence Day,TV and Radio Campaigns,206756,575138.46,1.78,Bahawalpur
SALE_01331,8/5/2022,Islamic Event,Independence Day,Retail Partnerships,689603,2511171.96,2.64,Rahim Yar Khan
SALE_01332,8/12/2022,Islamic Event,Eid Ul Adha,Discount offers,305322,690828.13,1.26,Karachi
SALE_01333,8/19/2022,Islamic Event,Eid Ul Adha,Social Media Campaigns,127157,207956.56,0.64,Lahore
SALE_01334,8/26/2022,Islamic Event,Eid Ul Adha,Charity Promotions,654308,1230731.06,0.88,Islamabad
SALE_01335,9/2/2022,Islamic Event,Eid Ul Adha,Celebrity Endorsements,582142,1775769.90,2.05,Faisalabad
SALE_01336,9/9/2022,Islamic Event,Kashmir Day,Discount offers,322122,999912.10,2.10,Peshawar
SALE_01337,9/16/2022,Islamic Event,Kashmir Day,TV and Radio Campaigns,510208,1065706.34,1.09,Sukkur
SALE_01338,9/23/2022,Islamic Event,Kashmir Day,Retail Partnerships,903366,2300184.04,1.55,Multan
SALE_01339,9/30/2022,National Event,Ramadan,Advertisements,357749,930236.21,1.60,Hyderabad
SALE_01340,10/7/2022,National Event,Ramadan,Discount offers,320587,643690.62,1.01,Larkana
SALE_01341,10/14/2022,National Event,Ramadan,Charity Promotions,967095,3409867.20,2.53,Nawabshah
SALE_01342,10/21/2022,National Event,Ramadan,Collaborations with National Events,775344,2909867.93,2.75,Bahawalpur
SALE_01343,10/28/2022,National Event,Ramadan,Social Media Campaigns,739305,2118777.81,1.87,Rahim Yar Khan
SALE_01344,11/4/2022,Islamic Event,Muharram,Charity Promotions,226487,622400.80,1.75,Karachi
SALE_01345,11/11/2022,Islamic Event,Muharram,Social Media Campaigns,895929,2902876.47,2.24,Lahore
SALE_01346,11/18/2022,Islamic Event,Muharram,Branding with Religious themes,146470,391478.26,1.67,Islamabad
SALE_01347,11/25/2022,National Event,Eid Ul Fitr,Social Media Campaigns,797842,2977653.53,2.73,Faisalabad
SALE_01348,12/2/2022,National Event,Eid Ul Fitr,Promotions For Kashmir Relief,883691,3171498.67,2.59,Peshawar
SALE_01349,12/9/2022,National Event,Eid Ul Fitr,Special Packaging,663892,2043820.64,2.08,Sukkur
SALE_01350,12/16/2022,National Event,Eid Ul Fitr,Collaborations with NGOs,343514,1143525.61,2.33,Multan
